Airline ID,Operator,ICAO,Country,Active,Date,Location,Type,Aboard,Fatalities
4547,Southwest Airlines,SWA,United States,Y,2000-03-05,"Burbank, Calilfornia",Boeing B-737-3T5,142.0,0.0
4547,Southwest Airlines,SWA,United States,Y,2005-12-08,"Chicago, Illinois",Boeing B-737-7H4,103.0,0.0
4560,Swissair,SWR,Switzerland,Y,1970-02-21,"Zurich, Switzerland",Convair CV-990-30A-6,47.0,47.0
4560,Swissair,SWR,Switzerland,Y,1979-10-08,"Athens, Greece",McDonnell Douglas DC-8-62,156.0,14.0
4560,Swissair,SWR,Switzerland,Y,1998-09-02,"Off Peggy's Cove, Nova Scotia, Canada",McDonnell Douglas MD-11,229.0,229.0
4594,Starair,BLY,Ireland,N,1988-05-26,"Hannover, Germany",Fokker F-27 Friendship 600,2.0,2.0
4612,Shanxi Airlines,CXI,China,N,1988-10-07,"Linfen, China",Ilyushin IL-14P,46.0,42.0
4617,Skypower Express Airways,EAN,Nigeria,N,1997-01-31,"Yola, Nigeria",Embraer 110P1A Bandeirante,16.0,5.0
4617,Skypower Express Airways,EAN,Nigeria,N,2000-01-05,"Abuja, Nigeria",Embraer 110P1A Bandeirante,16.0,1.0
4637,Superior Aviation,HKA,United States,N,2000-11-09,"Fort Wayne, Indiana",Swearingen SA.226TC Metro II,1.0,1.0
4652,Spanair,JKK,Spain,Y,2008-08-20,"Madrid, Spain",McDonnell Douglas MD-82,172.0,154.0
4663,SANSA,LRS,Costa Rica,N,1990-01-15,"Pico Blanco, Costa Rica",CASA 212 Aviocar 200,23.0,23.0
4663,SANSA,LRS,Costa Rica,N,2000-08-26,"Near La Fortuna, Costa Rica",Cessna 208B Grand Caravan I,10.0,10.0
4663,SANSA,LRS,Costa Rica,N,2001-11-28,"San Jernimo de Moravia , Costa Rica",Cessna 208B Grand Caravan,8.0,3.0
4691,SATENA,NSE,Colombia,Y,1972-01-21,"Near Betania, Colombia",Douglas C-47,39.0,39.0
4691,SATENA,NSE,Colombia,Y,1975-01-08,"Near Doncello, Colombia",Douglas DC-3,21.0,21.0
4691,SATENA,NSE,Colombia,Y,1975-05-03,"Near Sardinata, Colombia",Douglas DC-3,6.0,3.0
4691,SATENA,NSE,Colombia,Y,1976-04-02,"Near Puerto Asis, Colombia",Douglas DC-3,16.0,5.0
4691,SATENA,NSE,Colombia,Y,1979-08-22,"Bogota, Colombia",Hawker Siddeley HS-748,1.0,1.0
4691,SATENA,NSE,Colombia,Y,1979-12-19,"Cerro Toledo Mountain, Colombia",Douglas DC-4 (C-54),19.0,19.0
4691,SATENA,NSE,Colombia,Y,1985-03-28,"Near Florencia, Colombia",Fokker F-28 Fellowship 3000,46.0,46.0
4691,SATENA,NSE,Colombia,Y,1989-04-19,"Near Cucuta, Colombia",Pilatus PC-6 Turbo Porter,11.0,11.0
4691,SATENA,NSE,Colombia,Y,1990-11-18,"Near Medellin, Colombia",CASA 212 Aviocar 200,16.0,16.0
4691,SATENA,NSE,Colombia,Y,1997-08-29,"Puerto Inirida, Venezuela",Pilatus PC-6 Turbo Porter / Cessna 206,12.0,12.0
4699,Sosoliso Airlines,OSL,Nigeria,N,2005-12-10,"Near Port Harcourt, Nigeria",McDonnell DC-9-32,109.0,108.0
4726,Skycraft Air Transport,SKG,Canada,N,1984-01-09,"Saint Louis, Missouri",Douglas DC-3,2.0,1.0
4735,Santa Barbara Airlines,BBR,Venezuela,Y,2008-02-21,"Merida, Venezuela",ATR-42-300,46.0,46.0
4745,Streamline,SLE,South Africa,N,2000-05-25,"Paris, France",Shorts 330-200,2.0,1.0
4750,SilkAir,SLK,Singapore,Y,1997-12-19,"Near Palembang, Indonesia",Boeing B-737-300,104.0,104.0
4752,Surinam Airways,SLM,Suriname,Y,1989-06-07,"Near Paramaribo, Surinam",McDonnell Douglas DC-8 Super 62,187.0,176.0
4762,Sabang Merauke Raya Air Charter,SMC,Indonesia,N,1995-10-03,"Gunung Antara, Indonesia",CASA 212,14.0,1.0
4762,Sabang Merauke Raya Air Charter,SMC,Indonesia,N,2002-07-16,"Near Long Barai, Indonesia",Britten-Norman BN-2A Islander,10.0,10.0
4764,Servant Air,,United States,N,2008-01-05,"Kodiak, Alaska",Piper PA-31-350 Navajo,10.0,6.0
4798,Somali Airlines,SOM,Somali Republic,N,1970-05-06,"Mogadishu, Somalia",Vickers 785D Viscount,30.0,5.0
4798,Somali Airlines,SOM,Somali Republic,N,1981-07-20,"Mogadishu, Somalia",Fokker F-27 Friendship 600RF,50.0,50.0
4798,Somali Airlines,SOM,Somali Republic,N,1989-06-28,"Near Borana, Somalia",Fokker F-27 Friendship 600RF,30.0,30.0
4804,Southern Airways,SOU,United States,Y,1970-11-14,"Near Huntington, West Virginia",McDonnell Douglas DC-9-31,75.0,75.0
4804,Southern Airways,SOU,United States,Y,1977-04-04,"New Hope, Georgia",McDonnell Douglas DC-9-31,85.0,62.0
4806,Sowind Air,SOW,Canada,N,1997-12-09,"Little Grand Rapids, Canada",Embraer 110P1 Bandeirante,17.0,4.0
4863,TAME,TAE,Ecuador,Y,1971-02-17,"Mt. Cunatineuta, Ecuador",Curtiss C-46,12.0,12.0
4863,TAME,TAE,Ecuador,Y,1976-01-20,"Near Loja, Ecuador",Hawker Siddeley HS-748-246,42.0,34.0
4863,TAME,TAE,Ecuador,Y,1981-05-22,"Near Zumba, Ecuador",de Havilland Canada DHC-6 Twin Otter 300,18.0,18.0
4863,TAME,TAE,Ecuador,Y,1983-07-11,"Near Cuenca, Azuay, Ecuador",Boeing B-737-2V2,119.0,119.0
4863,TAME,TAE,Ecuador,Y,1984-11-20,"Loja, Peru",de Havilland Canada DHC-6 Twin Otter 300,14.0,14.0
4863,TAME,TAE,Ecuador,Y,1994-04-06,"Ambato, Ecuador",de Havilland Canada DHC-6 Twin Otter 300,17.0,17.0
4863,TAME,TAE,Ecuador,Y,2002-01-28,"Near Ipiales, Colombia",Boeing B-727-134,92.0,92.0
4866,Talair,TAL,Papua New Guinea,N,1981-04-01,"Mt. Hagen, Papua, New Guinea",Cessna 402,8.0,8.0
4866,Talair,TAL,Papua New Guinea,N,1983-01-14,"Near Karimui, Papua New Guinea",Britten Norman BN-2A-20 Trislander,10.0,10.0
4866,Talair,TAL,Papua New Guinea,N,1984-09-06,"Mt. Musaka, Papua, New Guinea",Britten-Norman BN-2A-20 Islander,11.0,9.0
4866,Talair,TAL,Papua New Guinea,N,1987-02-06,"Off Papua, New Guinea",Embraer 110P2 Bandeirante,17.0,14.0
4866,Talair,TAL,Papua New Guinea,N,1987-12-08,"Kanabea, Papua New Guinea",Britten-Norman BN-2A-2 Islander,4.0,1.0
4866,Talair,TAL,Papua New Guinea,N,1989-07-21,"Porgera, New Guinea",de Havilland Canada DHC-6 Twin Otter 300,22.0,3.0
4866,Talair,TAL,Papua New Guinea,N,1992-04-15,"Near Goroka, Papua New Guinea",Embraer 110P1 Bandeirante,15.0,11.0
4867,TAM Brazilian Airlines,TAM,Brazil,Y,1990-02-12,"Bauru, Brazil",Fokker 27 Friendship 200,40.0,2.0
4867,TAM Brazilian Airlines,TAM,Brazil,Y,1996-10-31,"Sao Paolo, Brazil",Fokker 100,95.0,95.0
4867,TAM Brazilian Airlines,TAM,Brazil,Y,1997-07-09,"Suzano, Brazil",Fokker 100,60.0,1.0
4867,TAM Brazilian Airlines,TAM,Brazil,Y,2001-09-15,"Belo Horizonte, Brazil",Fokker 100,82.0,1.0
4867,TAM Brazilian Airlines,TAM,Brazil,Y,2007-07-17,"Sao Paulo, Brazil",Airbus A-320-233,187.0,187.0
4869,TAP Portugal,TAP,Portugal,Y,1977-11-19,"Near Funchal, Island of Madeira, Portugal",Boeing B-727-282,164.0,131.0
4874,Transbrasil,TBA,Brazil,N,1976-01-22,"Chapeco, Brazil",Embraer 110C Bandeirante,11.0,9.0
4874,Transbrasil,TBA,Brazil,N,1980-04-12,"Florianopolis, Brazil",Boeing B-727-27C,58.0,55.0
4874,Transbrasil,TBA,Brazil,N,1989-03-21,"Guarulhos, Brazil",Boeing B-707-349C,3.0,3.0
4877,Tropical Airways,TBG,Haiti,N,2003-08-24,"Cap Haitien, Haiti",Let 420UVP-E,21.0,21.0
4899,Tadair,TDC,Spain,N,2002-04-12,"Palma de Mallorca, Spain",Swearingen SA.227AC Metro III,2.0,2.0
4911,Telford Aviation,TEL,United States,N,1996-10-20,"Eel River Crossing, New Brunswick, Canada",Piper PA-31-350 Navajo Chieftain,8.0,8.0
4911,Telford Aviation,TEL,United States,N,2002-12-25,"Off Manteo, North Carolina",Cessna 208B Caravan I,1.0,1.0
4933,Trigana Air Service,TGN,Indonesia,Y,1994-11-04,"Near Nabire, Indonesia",de Havilland Canada DHC-6 Twin Otter 100,4.0,4.0
4933,Trigana Air Service,TGN,Indonesia,Y,2002-05-25,"Near Nabire, Indonesia",de Havilland Canada DHC-6 Twin Otter 300,6.0,6.0
4933,Trigana Air Service,TGN,Indonesia,Y,2006-11-17,"Puncak Jaya, Indonesia",de Havilland Canada DHC-6 Twin Otter 300,12.0,12.0
4934,Titan Airways,AWC,United Kingdom,N,1993-01-13,"Sellafield, England",Embraer 110P1 Bandeirante,2.0,2.0
4939,Trans Guyana Airways,TGY,Guyana,N,2000-05-03,"Kurupung, Guyana",Britten-Norman BN-2A-9 Islander,1.0,1.0
4939,Trans Guyana Airways,TGY,Guyana,N,2003-11-08,"Near Ogle, Guyana",Shorts SC-7 Skyvan 3M Variant 100,7.0,2.0
4940,Thai Airways International,THA,Thailand,Y,1980-04-27,"Don Muang, Thailand",Hawker Siddeley HS-748-2,53.0,44.0
4940,Thai Airways International,THA,Thailand,Y,1985-04-15,"Near Phuket, Thailand",Boeing B-737-200,11.0,11.0
4940,Thai Airways International,THA,Thailand,Y,1987-08-31,"Off Ko Phuket, Thiland",Boeing B-737-2P5,83.0,83.0
4940,Thai Airways International,THA,Thailand,Y,1992-07-31,"Near Kathmandu, Nepal",Airbus A310-304,113.0,113.0
4940,Thai Airways International,THA,Thailand,Y,1998-12-11,"Near Surat Thani, Thailand",Airbus A-310-204,146.0,102.0
4940,Thai Airways International,THA,Thailand,Y,2001-03-03,"Bangkok, Thailand",Boeing B-737-4D7,5.0,1.0
4941,Tar Heel Aviation,THC,United States,N,1997-01-02,"Edenton, North Carolina",Cessna 208B Grand Caravan,2.0,2.0
4951,Turkish Airlines,THY,Turkey,Y,2009-02-25,"Amsterdam, Netherlands",Boeing 737-8F2,134.0,9.0
4953,Trans International Airlines,TIA,United States,N,1970-09-08,"New York, New York",McDonnell Douglas DC-8-63CF,11.0,11.0
4957,Tajikistan International Airlines,TIL,Tajikistan,Y,1993-06-17,"Near Tbilisi, Georgia",Antonov AN-26,40.0,40.0
4957,Tajikistan International Airlines,TIL,Tajikistan,Y,1993-08-28,"Khorag, Tajikistan",Yakovlev YAK-40,86.0,82.0
4957,Tajikistan International Airlines,TIL,Tajikistan,Y,1997-12-16,"Sharjah, United Arab Emirates",Tupolev TU-154,86.0,85.0
4986,Tomahawk Airways,TMK,United States,N,1980-03-24,"Deer Lake, Canada",Cessna 402,9.0,6.0
5023,Transportes Aereos Pegaso,TPG,Mexico,N,1994-11-01,"Off Cozumel, Mexico",Bell 212,14.0,14.0
5069,Trans Service Airlift,TSR,Democratic Republic of Congo,N,1993-01-27,"Kinshasa, DemocratiRepubliCongo",Nord 262A-44,21.0,3.0
5069,Trans Service Airlift,TSR,Democratic Republic of Congo,N,1995-12-18,"Kahengula, Angola",Lockheed L-188C Electra,144.0,141.0
5085,Tuninter,TUI,Tunisia,Y,2005-08-06,"Off Palermo, Italy",ATR-72-202,39.0,16.0
5093,Tiramavia,TVI,Moldova,N,2002-02-15,"Monrovia, Liberia",Antonov 12BP,10.0,1.0
5098,Trans World Airlines,TWA,United States,N,1973-08-28,"Thirty-five miles west of Los Angeles, California",Boeing B-707-331B,149.0,1.0
5098,Trans World Airlines,TWA,United States,N,1974-09-08,"Ionian Sea , off Kefallinia, Greece",Boeing B-707-331B,88.0,88.0
5098,Trans World Airlines,TWA,United States,N,1974-12-01,"Near Berryville, Virginia",Boeing B-727-231,92.0,92.0
5098,Trans World Airlines,TWA,United States,N,1985-06-14,"Athens, Greece",Boeing B-727-231,153.0,1.0
5098,Trans World Airlines,TWA,United States,N,1986-04-02,"Near Athens, Greece",Boeing B-727,121.0,4.0
5098,Trans World Airlines,TWA,United States,N,1992-07-30,"JFK Airport, New York, New York",Lockheed L-1011,292.0,0.0
5098,Trans World Airlines,TWA,United States,N,1996-07-17,"Off East Moriches, New York",Boeing B-747-131,230.0,230.0
5128,Tashkent Aircraft Production Corporation,CTP,Uzbekistan,N,1999-12-05,"Moscow, Russia",Ilyushin 114T,7.0,5.0
5133,TAAG Angola Airlines,DTA,Angola,Y,1981-05-16,"Near Menongue, Angola",Lockheed L-100-20 Hercules,4.0,4.0
5133,TAAG Angola Airlines,DTA,Angola,Y,1982-11-29,"Lubango, Angola",Antonov AN-26,15.0,15.0
5133,TAAG Angola Airlines,DTA,Angola,Y,1983-11-08,"Lubango, Huila, Angola",Boeing B-737-200,130.0,130.0
5133,TAAG Angola Airlines,DTA,Angola,Y,1997-04-14,"Brazzaville, DemocratiRepubliCongo",Fokker F-27 Friendship 600,7.0,3.0
5133,TAAG Angola Airlines,DTA,Angola,Y,2007-06-28,"M'Banza Congo, Angola",Boeing 737-2M2,78.0,5.0
5134,Tassili Airlines,DTH,Algeria,N,2004-01-28,"Ghardaa, Algeria",Beechcraft 1900D,5.0,1.0
5179,Tarom,ROT,Romania,Y,1970-02-04,"Apuseni mountains, Romania",Antonov AN-24V,22.0,21.0
5179,Tarom,ROT,Romania,Y,1970-12-07,"Near Constanta, Romania",BAC One-Eleven  424EU,27.0,18.0
5179,Tarom,ROT,Romania,Y,1974-12-29,"Carpathian Mts., near Sibiu, Romania",Antonov AN-24RV,33.0,33.0
5179,Tarom,ROT,Romania,Y,1976-03-01,"Sibiu, Romania",Ilyushin II-14P,9.0,6.0
5179,Tarom,ROT,Romania,Y,1980-08-07,"Nouadhibou, Mauretania",Tupolev TU-154B-1,168.0,1.0
5179,Tarom,ROT,Romania,Y,1982-01-25,"Constanta, Romania",Antonov An-24RV,7.0,7.0
5179,Tarom,ROT,Romania,Y,1989-02-09,"Bucharest, Romania",Tupolev 154B,5.0,5.0
5179,Tarom,ROT,Romania,Y,1989-12-28,"Near Visina, Romania",Antonov An-24RV,7.0,7.0
5179,Tarom,ROT,Romania,Y,1991-08-14,"Near Uricani, Romania",Ilyushin IL-18V,9.0,9.0
5193,Transaven,VEN,Venezuela,N,2008-01-04,"Los Roques, Venezuela",Let 410 UVP-E3,18.0,18.0
5209,United Airlines,UAL,United States,Y,1972-12-08,"Chicago, Midway Airport, Illinois",Boeing B-737-222,61.0,43.0
5209,United Airlines,UAL,United States,Y,1977-12-18,"Near Salt Lake City, Utah",Douglas DC-8-54F,3.0,3.0
5209,United Airlines,UAL,United States,Y,1978-12-28,"Portland, Oregon",McDonnell Douglas DC-8-61,189.0,10.0
5209,United Airlines,UAL,United States,Y,1983-01-11,"Detroit, Michigan",McDonnell Douglas DC-8-54F37,3.0,3.0
5209,United Airlines,UAL,United States,Y,1989-02-24,"Honolulu, Hawaii",Boeing B-747-122,356.0,9.0
5209,United Airlines,UAL,United States,Y,1989-07-19,"Sioux City, Iowa",McDonnell Douglas DC-10-10,298.0,112.0
5209,United Airlines,UAL,United States,Y,1991-03-03,"Near Colorado Springs, Colorado",Boeing B-737-291,25.0,25.0
5209,United Airlines,UAL,United States,Y,1997-12-28,Over the PacifiOcean,Boeing B-747-122,393.0,1.0
5209,United Airlines,UAL,United States,Y,2001-09-11,"Shanksville, Pennsylvania",Boeing B-757-222,44.0,44.0
5209,United Airlines,UAL,United States,Y,2001-09-11,"New York City, New York",Boeing B-767-222,65.0,65.0
5227,USA Jet Airlines,JUS,United States,N,2008-07-06,"Saltillo, Mexico",Douglas DC9-15F,2.0,1.0
5231,Universal Airlines,PNA,United States,N,1989-07-27,"Off Ullung Do, South Korea",Sikorsky S-58T,19.0,13.0
5277,Universal Airlines,UVG,Guyana,N,1989-07-27,"Off Ullung Do, South Korea",Sikorsky S-58T,19.0,13.0
5283,Universal Airlines,WEC,United States,N,1989-07-27,"Off Ullung Do, South Korea",Sikorsky S-58T,19.0,13.0
5243,Uganda Airlines,UGA,Uganda,N,1988-10-17,"Rome, Italy",Boeing B-707-338C,52.0,33.0
5248,Universal Jet Aviation,UJT,United States,N,2000-06-23,"Boca Raton, Florida",Learjet 55,3.0,3.0
5248,Universal Jet Aviation,UJT,United States,N,2001-11-22,"Pittsburgh, Pennsylvania",Learjet 25B,2.0,2.0
5258,Union Flights,UNF,United States,N,1995-03-22,"Reno, Nevada",Cessna 208B Caravan I Super Cargomaster,1.0,1.0
5265,US Airways,USA,United States,Y,2009-01-15,"New York, New York",Airbus A320-214,155.0,0.0
5276,Universal Airways,UVA,United States,N,1979-03-01,"Gulfport, Mississippi",Beech BE-70,8.0,8.0
5281,Uzbekistan Airways,UZB,Uzbekistan,Y,1999-08-26,"Turtkul, Uzbekistan",Yakovlev YAK-40,33.0,2.0
5281,Uzbekistan Airways,UZB,Uzbekistan,Y,2004-01-13,"Tashkent, Uzbekistan",Yakovlev YAK-40,37.0,37.0
5309,Vietnam Airlines,HVN,Vietnam,Y,1992-11-14,"Near Nha Trang, Vietnam",Yakovlev YAK-40,31.0,30.0
5309,Vietnam Airlines,HVN,Vietnam,Y,1997-09-03,"Phnom Penh, Cambodia",Tupolev TU-134,66.0,65.0
5326,Volga-Dnepr Airlines,VDA,Russia,Y,1992-07-24,"Near Skopje, Macedonia",Antonov 12BK,8.0,8.0
5332,Vieques Air Link,VES,United States,N,1977-12-19,"Vieques, Puerto Rico",Britten-Norman BN-2A Islander,10.0,5.0
5332,Vieques Air Link,VES,United States,N,1984-08-02,"Vieques, Puerto Rico",Britten-Norman BN-2A Islander,9.0,9.0
5373,VASP,VSP,Brazil,Y,1972-04-12,"Near Rio de Janeiro, Brazil",NAMC YS-11A-211,25.0,25.0
5373,VASP,VSP,Brazil,Y,1973-10-23,"Guanabara Bay, Brazil",NAMC YS-11A-211,65.0,8.0
5373,VASP,VSP,Brazil,Y,1975-02-27,"Near Sao Paulo, Brazil",Embraer 110C Bandeirante,15.0,15.0
5373,VASP,VSP,Brazil,Y,1982-05-25,"Brazilia, Brazil",Boeing B-737-200,118.0,2.0
5373,VASP,VSP,Brazil,Y,1982-06-08,"Near Pacatuba, Brazil",Boeing B-727-212A,137.0,137.0
5373,VASP,VSP,Brazil,Y,1986-01-28,"Sao Paulo, Brazil",Boeing B-737-2A1,72.0,1.0
5373,VASP,VSP,Brazil,Y,1992-06-22,"Cruzeiro do Sul, Brazil",Boeing 737-2A1C,3.0,3.0
5396,Wasaya Airways,WSG,Canada,N,2003-09-11,"Near Summer Beaver, Canada",Cessna 208B Grand Caravan,8.0,8.0
5409,West Caribbean Airways,WCW,Colombia,N,2005-03-26,"El Embrujo, Providencia Island, Colombia",Let-410UVP-E,14.0,8.0
5409,West Caribbean Airways,WCW,Colombia,N,2005-08-16,"Near La Cucharita, Venezuela",McDonnell Douglas MD-82,160.0,160.0
5411,West Coast Air,,Canada,Y,1979-09-30,"Porpoise Bay, British Columbia Canada",de Havilland Canada DHC-6 Twin Otter 200,16.0,2.0
5424,Western Airlines,WAL,United States,Y,1971-03-31,"Ontario, California",Boeing B-720-047B,5.0,5.0
5424,Western Airlines,WAL,United States,Y,1979-10-31,"Mexico City, Mexico",McDonnell Douglas DC-10-10,88.0,72.0
5438,Whyalla Airlines,WWL,Australia,N,2000-05-31,"Off Whyalla, Australia",Piper PA-31-350 Navajo,8.0,8.0
5440,Wiggins Airways,WIG,United States,N,1990-01-29,"Plattsburg, New York",Cessna 208B Caravan I Super Cargomaster,1.0,1.0
5440,Wiggins Airways,WIG,United States,N,2008-06-18,"Hyannis, Massachusetts",de Havilland Canada DHC-6 Twin Otter 100,1.0,1.0
5445,Wimbi Dira Airways,WDA,Democratic Republic of Congo,N,2005-10-04,"Aru, DemocratiRepubliCogo",Antonov 12V,100.0,2.0
5465,World Airways,WOA,United States,Y,1973-09-08,"King Cove, Alaska",McDonnell Douglas DC-8-63F,6.0,6.0
5465,World Airways,WOA,United States,Y,1982-01-23,"Logan Airport,  Boston, Massachusett",McDonnell Douglas DC-10-30CF,212.0,2.0
5474,Wuhan Airlines,CWU,China,N,1992-10-08,"Near Dingxi, China",Avia 14M-40,35.0,14.0
5474,Wuhan Airlines,CWU,China,N,2000-06-22,"Shitai, China",Xian Yunshuji Y-7-100C,44.0,44.0
5511,Zantop International Airlines,ZAN,United States,N,1984-05-30,"Chalkhill, Pennsylvania",Lockheed L-188AF Electra,4.0,4.0
6183,Braathens,BRA,Norway,N,1972-12-23,"Skaugum, Norway",Fokker F-28 Fellowship 1000,45.0,40.0
6860,Dan-Air London,DAN,United Kingdom,N,1970-07-03,"Near Arbucias, Gerona, Spain",de Havilland Comet 4,112.0,112.0
6860,Dan-Air London,DAN,United Kingdom,N,1979-07-31,"Off Sumburgh, Shetlands, England",Hawker Siddeley HS-748-1,47.0,17.0
6860,Dan-Air London,DAN,United Kingdom,N,1980-04-25,"Tenerife, Canary Islands",Boeing B-727-64,146.0,146.0
6860,Dan-Air London,DAN,United Kingdom,N,1981-06-26,"Nailstone, England",Hawker Siddeley HS-748,3.0,3.0
8463,United Airways,UBD,Bangladesh,Y,1988-04-12,"Near Hennenman, South Africa",Douglas DC-3C,24.0,24.0
9082,Uni Air,UIA,Taiwan,Y,1999-08-24,"Hualian, Taiwan",McDonnell Douglas MD-90-30,96.0,1.0
9808,Minerva Airlines,\N,Italy,N,1999-02-25,"Genoa, Italy",Dornier 328-110,31.0,4.0
10929,TAN,\N,Argentina,N,1973-01-27,"Near Tegucigalpa, Honduras",Douglas DC-6A,3.0,3.0
10929,TAN,\N,Argentina,N,1989-10-21,"Near Tegucigalpa, Honduras",Boeing B-727-224,146.0,127.0
18140,Spantax S.A.,BXS,Spain,N,1970-01-05,"Stockholm, Sweden",Convair CV-990-30A-5,10.0,5.0
18140,Spantax S.A.,BXS,Spain,N,1972-09-30,"Madrid, Spain",Douglas C-47B,6.0,1.0
18140,Spantax S.A.,BXS,Spain,N,1972-12-03,"Tenerife,  Canary Islands",Convair CV-990-30A-5 Coronado,155.0,155.0
18140,Spantax S.A.,BXS,Spain,N,1980-08-13,"Sa Cabaneta, Spain",Learjet 35A,4.0,4.0
18140,Spantax S.A.,BXS,Spain,N,1982-09-13,"Near Malaga, Spain",McDonnell Douglas DC-10-30CF,394.0,50.0
18762,Lina Congo,\N,Congo (Brazzaville),N,1992-03-12,"Etsouali, Congo",de Havilland Canada DHC-6 Twin Otter 300,8.0,3.0
